LOTTO GAME,COMBINATIONS,DRAW DATE,JACKPOT(₱),WINNERS
Megalotto 6/45,09-28-23-37-10-03,10/12/2016,"9,000,000.00",0
4Digit,7-9-3-1,10/12/2016,"55,413.00",13
Suertres Lotto 11AM,1-7-0,10/12/2016,"4,500.00",1063
Suertres Lotto 4PM,9-7-4,10/12/2016,"4,500.00",361
Suertres Lotto 9PM,2-9-9,10/12/2016,"4,500.00",1120
EZ2 Lotto 9PM,16-30,10/12/2016,"4,000.00",605
EZ2 Lotto 11AM,23-10,10/12/2016,"4,000.00",150
EZ2 Lotto 4PM,15-16,10/12/2016,"4,000.00",199
Grand Lotto 6/55,17-23-19-10-03-46,10/12/2016,"35,098,076.00",0
Superlotto 6/49,41-17-49-46-43-19,10/11/2016,"16,000,000.00",0
6Digit,8-3-7-0-4-6,10/11/2016,"2,428,587.14",0
Suertres Lotto 11AM,6-8-3,10/11/2016,"4,500.00",314
Suertres Lotto 4PM,8-7-3,10/11/2016,"4,500.00",624
Suertres Lotto 9PM,0-1-9,10/11/2016,"4,500.00",1339
EZ2 Lotto 9PM,31-29,10/11/2016,"4,000.00",115
Lotto 6/42,21-25-10-13-30-29,10/11/2016,"12,325,644.00",0
EZ2 Lotto 11AM,09-17,10/11/2016,"4,000.00",219
EZ2 Lotto 4PM,23-10,10/11/2016,"4,000.00",295
Megalotto 6/45,32-14-30-21-07-01,10/10/2016,"9,000,000.00",0
4Digit,7-9-9-8,10/10/2016,"99,339.00",10
Suertres Lotto 11AM,2-3-8,10/10/2016,"4,500.00",500
Suertres Lotto 4PM,1-1-0,10/10/2016,"4,500.00",1129
Suertres Lotto 9PM,0-0-1,10/10/2016,"4,500.00",1294
EZ2 Lotto 9PM,26-25,10/10/2016,"4,000.00",148
EZ2 Lotto 11AM,04-20,10/10/2016,"4,000.00",245
EZ2 Lotto 4PM,02-15,10/10/2016,"4,000.00",243
Grand Lotto 6/55,53-33-11-21-49-41,10/10/2016,"32,092,096.00",0
Superlotto 6/49,01-30-18-49-32-34,10/9/2016,"16,000,000.00",0
Suertres Lotto 11AM,4-1-5,10/9/2016,"4,500.00",718
Suertres Lotto 4PM,2-7-5,10/9/2016,"4,500.00",380
Suertres Lotto 9PM,4-0-7,10/9/2016,"4,500.00",639
EZ2 Lotto 9PM,02-20,10/9/2016,"4,000.00",621
EZ2 Lotto 11AM,21-29,10/9/2016,"4,000.00",139
EZ2 Lotto 4PM,07-15,10/9/2016,"4,000.00",356
Ultra Lotto 6/58,37-16-13-44-54-25,10/9/2016,"50,000,000.00",0
6Digit,0-4-9-3-0-0,10/8/2016,"2,179,001.76",0
Suertres Lotto 11AM,3-7-0,10/8/2016,"4,500.00",222
Suertres Lotto 4PM,2-3-0,10/8/2016,"4,500.00",1134
Suertres Lotto 9PM,7-6-7,10/8/2016,"4,500.00",751
EZ2 Lotto 9PM,28-13,10/8/2016,"4,000.00",245
Lotto 6/42,38-30-29-22-09-05,10/8/2016,"9,804,548.00",0
EZ2 Lotto 11AM,19-16,10/8/2016,"4,000.00",189
EZ2 Lotto 4PM,14-18,10/8/2016,"4,000.00",133
Grand Lotto 6/55,48-49-18-52-33-14,10/8/2016,"30,000,000.00",0
Megalotto 6/45,37-15-20-31-28-24,10/7/2016,"9,000,000.00",0
4Digit,4-2-0-1,10/7/2016,"29,349.00",27
Suertres Lotto 11AM,6-7-0,10/7/2016,"4,500.00",348
Suertres Lotto 4PM,9-2-3,10/7/2016,"4,500.00",861
Suertres Lotto 9PM,1-3-0,10/7/2016,"4,500.00",1405
EZ2 Lotto 9PM,05-28,10/7/2016,"4,000.00",611
EZ2 Lotto 11AM,11-17,10/7/2016,"4,000.00",293
EZ2 Lotto 4PM,02-22,10/7/2016,"4,000.00",282
Ultra Lotto 6/58,56-45-33-54-52-18,10/7/2016,"50,000,000.00",0
Superlotto 6/49,04-10-31-06-33-02,10/6/2016,"16,000,000.00",0
6Digit,4-9-0-3-8-1,10/6/2016,"1,759,554.26",0
Suertres Lotto 11AM,1-7-8,10/6/2016,"4,500.00",1031
Suertres Lotto 4PM,3-7-0,10/6/2016,"4,500.00",419
Suertres Lotto 9PM,9-3-0,10/6/2016,"4,500.00",1371
EZ2 Lotto 9PM,26-06,10/6/2016,"4,000.00",190
Lotto 6/42,20-17-16-24-29-19,10/6/2016,"7,117,256.00",0
EZ2 Lotto 11AM,17-22,10/6/2016,"4,000.00",250
EZ2 Lotto 4PM,23-14,10/6/2016,"4,000.00",202
Megalotto 6/45,25-23-10-32-04-15,10/5/2016,"11,398,676.00",1
4Digit,8-1-0-6,10/5/2016,"25,493.00",22
Suertres Lotto 11AM,3-9-3,10/5/2016,"4,500.00",413
Suertres Lotto 4PM,5-0-3,10/5/2016,"4,500.00",698
Suertres Lotto 9PM,2-3-1,10/5/2016,"4,500.00",1360
EZ2 Lotto 9PM,10-04,10/5/2016,"4,000.00",792
EZ2 Lotto 11AM,20-12,10/5/2016,"4,000.00",136
EZ2 Lotto 4PM,12-27,10/5/2016,"4,000.00",261
Grand Lotto 6/55,25-40-54-21-51-15,10/5/2016,"30,000,000.00",0
Superlotto 6/49,29-37-36-19-21-39,10/4/2016,"16,000,000.00",0
6Digit,3-1-4-2-1-2,10/4/2016,"1,359,299.84",0
Suertres Lotto 11AM,3-2-5,10/4/2016,"4,500.00",1134
Suertres Lotto 4PM,9-1-5,10/4/2016,"4,500.00",526
Suertres Lotto 9PM,5-5-9,10/4/2016,"4,500.00",1339
EZ2 Lotto 9PM,04-31,10/4/2016,"4,000.00",617
Lotto 6/42,01-42-10-22-24-06,10/4/2016,"6,000,000.00",0
EZ2 Lotto 11AM,13-06,10/4/2016,"4,000.00",194
EZ2 Lotto 4PM,30-05,10/4/2016,"4,000.00",128
Megalotto 6/45,34-28-13-40-35-18,10/3/2016,"9,000,000.00",0
4Digit,2-4-7-9,10/3/2016,"32,540.00",30
Suertres Lotto 11AM,0-2-3,10/3/2016,"4,500.00",961
Suertres Lotto 4PM,2-3-7,10/3/2016,"4,500.00",623
Suertres Lotto 9PM,2-9-7,10/3/2016,"4,500.00",719
EZ2 Lotto 9PM,17-20,10/3/2016,"4,000.00",301
EZ2 Lotto 11AM,03-06,10/3/2016,"4,000.00",240
EZ2 Lotto 4PM,24-19,10/3/2016,"4,000.00",63
Grand Lotto 6/55,34-09-27-44-20-12,10/3/2016,"30,000,000.00",0
Superlotto 6/49,04-21-26-40-42-18,10/2/2016,"68,961,660.00",1
Suertres Lotto 11AM,4-0-1,10/2/2016,"4,500.00",1128
Suertres Lotto 4PM,7-0-9,10/2/2016,"4,500.00",1129
Suertres Lotto 9PM,8-0-0,10/2/2016,"4,500.00",1184
EZ2 Lotto 9PM,28-20,10/2/2016,"4,000.00",167
EZ2 Lotto 11AM,11-21,10/2/2016,"4,000.00",196
EZ2 Lotto 4PM,18-15,10/2/2016,"4,000.00",122
Ultra Lotto 6/58,29-01-44-38-28-32,10/2/2016,"50,000,000.00",0
6Digit,3-9-2-5-1-3,10/1/2016,"1,309,299.84",0
Suertres Lotto 11AM,8-1-4,10/1/2016,"4,500.00",1105
Suertres Lotto 4PM,0-4-7,10/1/2016,"4,500.00",403
Suertres Lotto 9PM,7-7-9,10/1/2016,"4,500.00",584
EZ2 Lotto 9PM,16-24,10/1/2016,"4,000.00",387
Lotto 6/42,02-31-38-03-20-19,10/1/2016,"6,000,000.00",0
EZ2 Lotto 11AM,21-24,10/1/2016,"4,000.00",171
EZ2 Lotto 4PM,23-02,10/1/2016,"4,000.00",110
Grand Lotto 6/55,35-22-11-42-20-03,10/1/2016,"30,000,000.00",0
Megalotto 6/45,10-30-35-13-39-17,9/30/2016,"9,000,000.00",0
4Digit,5-7-2-7,9/30/2016,"20,676.00",29
Suertres Lotto 11AM,2-4-3,9/30/2016,"4,500.00",328
Suertres Lotto 4PM,5-1-9,9/30/2016,"4,500.00",843
Suertres Lotto 9PM,1-7-7,9/30/2016,"4,500.00",1371
EZ2 Lotto 9PM,20-29,9/30/2016,"4,000.00",455
EZ2 Lotto 11AM,24-25,9/30/2016,"4,000.00",240
EZ2 Lotto 4PM,22-28,9/30/2016,"4,000.00",285
Ultra Lotto 6/58,51-49-47-25-39-05,9/30/2016,"50,000,000.00",0
Superlotto 6/49,38-19-40-34-43-17,9/29/2016,"63,951,652.00",0
6Digit,0-7-8-8-3-0,9/29/2016,"1,259,299.84",0
Suertres Lotto 11AM,8-8-6,9/29/2016,"4,500.00",540
Suertres Lotto 4PM,3-8-6,9/29/2016,"4,500.00",1130
Suertres Lotto 9PM,3-7-8,9/29/2016,"4,500.00",836
EZ2 Lotto 9PM,23-15,9/29/2016,"4,000.00",351
Lotto 6/42,36-42-27-40-34-32,9/29/2016,"6,000,000.00",1
EZ2 Lotto 11AM,09-06,9/29/2016,"4,000.00",286
EZ2 Lotto 4PM,26-03,9/29/2016,"4,000.00",46
Megalotto 6/45,19-42-07-34-25-16,9/28/2016,"9,000,000.00",0
4Digit,3-1-2-6,9/28/2016,"20,118.00",26
Suertres Lotto 11AM,5-4-7,9/28/2016,"4,500.00",513
Suertres Lotto 4PM,8-5-8,9/28/2016,"4,500.00",815
Suertres Lotto 9PM,0-6-5,9/28/2016,"4,500.00",281
EZ2 Lotto 9PM,10-25,9/28/2016,"4,000.00",706
EZ2 Lotto 11AM,28-23,9/28/2016,"4,000.00",216
EZ2 Lotto 4PM,29-26,9/28/2016,"4,000.00",143
Grand Lotto 6/55,18-17-46-47-14-54,9/28/2016,"30,000,000.00",0
Superlotto 6/49,34-06-18-14-13-29,9/27/2016,"59,623,384.00",0
6Digit,9-4-9-9-4-2,9/27/2016,"1,074,212.10",0
Suertres Lotto 11AM,2-1-8,9/27/2016,"4,500.00",899
Suertres Lotto 4PM,7-9-1,9/27/2016,"4,500.00",428
Suertres Lotto 9PM,3-3-9,9/27/2016,"4,500.00",963
EZ2 Lotto 9PM,21-27,9/27/2016,"4,000.00",603
Lotto 6/42,39-27-24-30-04-17,9/27/2016,"6,000,000.00",0
EZ2 Lotto 11AM,02-16,9/27/2016,"4,000.00",173
EZ2 Lotto 4PM,12-23,9/27/2016,"4,000.00",218
Megalotto 6/45,03-31-11-21-42-41,9/26/2016,"26,820,012.00",1
4Digit,9-6-9-4,9/26/2016,"104,998.00",10
Suertres Lotto 11AM,7-6-6,9/26/2016,"4,500.00",442
Suertres Lotto 4PM,7-9-7,9/26/2016,"4,500.00",336
Suertres Lotto 9PM,0-6-2,9/26/2016,"4,500.00",377
EZ2 Lotto 9PM,21-17,9/26/2016,"4,000.00",295
EZ2 Lotto 11AM,25-26,9/26/2016,"4,000.00",245
EZ2 Lotto 4PM,28-22,9/26/2016,"4,000.00",71
Grand Lotto 6/55,08-16-37-29-31-22,9/26/2016,"30,000,000.00",0
Superlotto 6/49,26-09-25-28-39-03,9/25/2016,"55,643,068.00",0
Suertres Lotto 11AM,9-3-6,9/25/2016,"4,500.00",392
Suertres Lotto 4PM,5-0-3,9/25/2016,"4,500.00",684
Suertres Lotto 9PM,1-0-0,9/25/2016,"4,500.00",1289
EZ2 Lotto 9PM,24-15,9/25/2016,"4,000.00",243
EZ2 Lotto 11AM,09-08,9/25/2016,"4,000.00",238
EZ2 Lotto 4PM,05-18,9/25/2016,"4,000.00",215
Ultra Lotto 6/58,56-50-52-14-21-25,9/25/2016,"50,000,000.00",0
6Digit,7-6-9-7-1-7,9/24/2016,"739,717.34",0
Suertres Lotto 11AM,8-8-2,9/24/2016,"4,500.00",374
Suertres Lotto 4PM,3-0-7,9/24/2016,"4,500.00",391
Suertres Lotto 9PM,7-7-8,9/24/2016,"4,500.00",913
EZ2 Lotto 9PM,22-23,9/24/2016,"4,000.00",344
Lotto 6/42,16-05-27-07-01-25,9/24/2016,"7,143,620.00",1
EZ2 Lotto 11AM,11-16,9/24/2016,"4,000.00",278
EZ2 Lotto 4PM,16-02,9/24/2016,"4,000.00",214
Grand Lotto 6/55,49-16-27-24-28-35,9/24/2016,"30,000,000.00",0
Megalotto 6/45,41-32-01-03-19-18,9/23/2016,"23,444,688.00",0
4Digit,1-9-7-2,9/23/2016,"10,000.00",233
Suertres Lotto 11AM,0-5-6,9/23/2016,"4,500.00",319
Suertres Lotto 4PM,9-2-6,9/23/2016,"4,500.00",1001
Suertres Lotto 9PM,0-6-7,9/23/2016,"4,500.00",402
EZ2 Lotto 9PM,22-07,9/23/2016,"4,000.00",485
EZ2 Lotto 11AM,28-22,9/23/2016,"4,000.00",105
EZ2 Lotto 4PM,24-20,9/23/2016,"4,000.00",86
Ultra Lotto 6/58,32-56-27-57-15-09,9/23/2016,"50,000,000.00",0
Superlotto 6/49,15-12-39-47-32-11,9/22/2016,"51,498,072.00",0
6Digit,9-6-2-6-2-2,9/22/2016,"522,759.34",0
Suertres Lotto 11AM,6-2-9,9/22/2016,"4,500.00",938
Suertres Lotto 4PM,2-6-6,9/22/2016,"4,500.00",974
Suertres Lotto 9PM,2-3-7,9/22/2016,"4,500.00",1182
EZ2 Lotto 9PM,14-21,9/22/2016,"4,000.00",678
Lotto 6/42,40-31-18-15-14-41,9/22/2016,"6,000,000.00",0
EZ2 Lotto 11AM,02-01,9/22/2016,"4,000.00",291
EZ2 Lotto 4PM,26-14,9/22/2016,"4,000.00",77
Megalotto 6/45,40-31-25-35-33-19,9/21/2016,"20,209,216.00",0
4Digit,2-1-3-7,9/21/2016,"19,365.00",48
Suertres Lotto 11AM,3-4-2,9/21/2016,"4,500.00",301
Suertres Lotto 4PM,6-7-8,9/21/2016,"4,500.00",203
Suertres Lotto 9PM,0-7-2,9/21/2016,"4,500.00",337
EZ2 Lotto 9PM,26-15,9/21/2016,"4,000.00",230
EZ2 Lotto 11AM,31-20,9/21/2016,"4,000.00",87
EZ2 Lotto 4PM,12-28,9/21/2016,"4,000.00",255
Grand Lotto 6/55,42-19-45-03-41-49,9/21/2016,"30,000,000.00",0
Superlotto 6/49,13-08-07-46-31-43,9/20/2016,"47,546,144.00",0
6Digit,4-4-0-6-9-4,9/20/2016,"381,736.28",0
Suertres Lotto 11AM,8-3-4,9/20/2016,"4,500.00",715
Suertres Lotto 4PM,8-3-9,9/20/2016,"4,500.00",296
Suertres Lotto 9PM,4-7-1,9/20/2016,"4,500.00",998
EZ2 Lotto 9PM,29-28,9/20/2016,"4,000.00",227
Lotto 6/42,14-15-36-10-05-04,9/20/2016,"6,000,000.00",0
EZ2 Lotto 11AM,15-29,9/20/2016,"4,000.00",144
EZ2 Lotto 4PM,26-12,9/20/2016,"4,000.00",229
Megalotto 6/45,10-03-22-27-41-30,9/19/2016,"17,056,020.00",0
4Digit,6-0-9-2,9/19/2016,"53,359.00",17
Suertres Lotto 11AM,7-9-3,9/19/2016,"4,500.00",719
Suertres Lotto 4PM,8-9-7,9/19/2016,"4,500.00",681
Suertres Lotto 9PM,1-8-0,9/19/2016,"4,500.00",819
EZ2 Lotto 9PM,07-02,9/19/2016,"4,000.00",619
EZ2 Lotto 11AM,18-14,9/19/2016,"4,000.00",152
EZ2 Lotto 4PM,25-21,9/19/2016,"4,000.00",60
Grand Lotto 6/55,47-31-43-39-23-26,9/19/2016,"30,000,000.00",0
Superlotto 6/49,22-06-37-05-23-45,9/18/2016,"43,864,256.00",0
Suertres Lotto 11AM,3-9-8,9/18/2016,"4,500.00",267
Suertres Lotto 4PM,5-8-2,9/18/2016,"4,500.00",495
Suertres Lotto 9PM,4-3-2,9/18/2016,"4,500.00",770
EZ2 Lotto 9PM,22-15,9/18/2016,"4,000.00",304
EZ2 Lotto 11AM,25-01,9/18/2016,"4,000.00",158
EZ2 Lotto 4PM,05-08,9/18/2016,"4,000.00",234
Ultra Lotto 6/58,13-51-12-02-06-36,9/18/2016,"50,000,000.00",0
6Digit,0-3-1-6-6-1,9/17/2016,"150,000.00",0
Suertres Lotto 11AM,5-2-1,9/17/2016,"4,500.00",647
Suertres Lotto 4PM,1-6-7,9/17/2016,"4,500.00",625
Suertres Lotto 9PM,5-1-8,9/17/2016,"4,500.00",775
EZ2 Lotto 9PM,27-09,9/17/2016,"4,000.00",614
Lotto 6/42,10-31-32-19-25-14,9/17/2016,"31,272,756.00",1
EZ2 Lotto 11AM,27-02,9/17/2016,"4,000.00",88
EZ2 Lotto 4PM,22-30,9/17/2016,"4,000.00",179
Grand Lotto 6/55,24-53-33-17-51-22,9/17/2016,"30,000,000.00",0
Megalotto 6/45,25-24-06-13-14-05,9/16/2016,"14,024,572.00",0
4Digit,7-2-3-8,9/16/2016,"42,867.00",21
Suertres Lotto 11AM,5-1-8,9/16/2016,"4,500.00",1118
Suertres Lotto 4PM,0-0-2,9/16/2016,"4,500.00",218
Suertres Lotto 9PM,3-7-1,9/16/2016,"4,500.00",798
EZ2 Lotto 9PM,24-26,9/16/2016,"4,000.00",296
EZ2 Lotto 11AM,13-13,9/16/2016,"4,000.00",291
EZ2 Lotto 4PM,03-01,9/16/2016,"4,000.00",234
Ultra Lotto 6/58,23-41-13-46-43-58,9/16/2016,"50,000,000.00",0
Superlotto 6/49,31-21-02-25-15-19,9/15/2016,"40,112,948.00",0
6Digit,2-6-5-4-6-2,9/15/2016,"4,888,088.00",1
Suertres Lotto 11AM,8-0-9,9/15/2016,"4,500.00",596
Suertres Lotto 4PM,1-7-0,9/15/2016,"4,500.00",339
Suertres Lotto 9PM,7-4-0,9/15/2016,"4,500.00",874
EZ2 Lotto 9PM,24-09,9/15/2016,"4,000.00",684
Lotto 6/42,33-07-38-02-42-18,9/15/2016,"27,711,864.00",0
EZ2 Lotto 11AM,03-20,9/15/2016,"4,000.00",216
EZ2 Lotto 4PM,04-06,9/15/2016,"4,000.00",236
Megalotto 6/45,31-07-33-35-24-13,9/14/2016,"10,991,456.00",0
4Digit,9-7-5-6,9/14/2016,"34,910.00",24
Suertres Lotto 11AM,4-7-7,9/14/2016,"4,500.00",440
Suertres Lotto 4PM,9-8-2,9/14/2016,"4,500.00",310
Suertres Lotto 9PM,4-1-5,9/14/2016,"4,500.00",1284
EZ2 Lotto 9PM,14-29,9/14/2016,"4,000.00",285
EZ2 Lotto 11AM,01-01,9/14/2016,"4,000.00",292
EZ2 Lotto 4PM,17-05,9/14/2016,"4,000.00",141
Grand Lotto 6/55,16-31-41-19-09-08,9/14/2016,"61,337,184.00",1
Superlotto 6/49,38-25-46-32-29-41,9/13/2016,"36,830,736.00",0
6Digit,9-9-7-6-2-5,9/13/2016,"4,838,088.68",0
Suertres Lotto 11AM,7-3-3,9/13/2016,"4,500.00",203
Suertres Lotto 4PM,4-8-0,9/13/2016,"4,500.00",628
Suertres Lotto 9PM,7-2-9,9/13/2016,"4,500.00",728
EZ2 Lotto 9PM,04-17,9/13/2016,"4,000.00",710
Lotto 6/42,38-17-34-37-09-16,9/13/2016,"24,683,652.00",0
EZ2 Lotto 11AM,14-29,9/13/2016,"4,000.00",225
EZ2 Lotto 4PM,12-04,9/13/2016,"4,000.00",156
Megalotto 6/45,22-32-10-23-38-43,9/12/2016,"9,000,000.00",0
4Digit,4-6-0-2,9/12/2016,"18,518.00",43
Suertres Lotto 11AM,5-9-9,9/12/2016,"4,500.00",394
Suertres Lotto 4PM,7-5-7,9/12/2016,"4,500.00",510
Suertres Lotto 9PM,9-7-1,9/12/2016,"4,500.00",1078
EZ2 Lotto 9PM,26-13,9/12/2016,"4,000.00",321
EZ2 Lotto 11AM,13-18,9/12/2016,"4,000.00",235
EZ2 Lotto 4PM,17-11,9/12/2016,"4,000.00",84
Grand Lotto 6/55,27-03-44-33-39-19,9/12/2016,"57,779,508.00",0
Superlotto 6/49,38-03-30-04-09-49,9/11/2016,"33,696,272.00",0
Suertres Lotto 11AM,7-4-2,9/11/2016,"4,500.00",700
Suertres Lotto 4PM,2-8-3,9/11/2016,"4,500.00",473
Suertres Lotto 9PM,6-3-2,9/11/2016,"4,500.00",914
EZ2 Lotto 9PM,29-18,9/11/2016,"4,000.00",420
EZ2 Lotto 11AM,12-28,9/11/2016,"4,000.00",240
EZ2 Lotto 4PM,8-7,9/11/2016,"4,000.00",152
Ultra Lotto 6/58,11-15-20-08-49-37,9/11/2016,"50,000,000.00",0
6Digit,1-7-7-9-1-3,9/10/2016,"4,552,413.92",0
Suertres Lotto 11AM,0-0-9,9/10/2016,"4,500.00",439
Suertres Lotto 4PM,1-9-1,9/10/2016,"4,500.00",1126
Suertres Lotto 9PM,4-3-5,9/10/2016,"4,500.00",437
EZ2 Lotto 9PM,02-23,9/10/2016,"4,000.00",231
Lotto 6/42,08-23-35-25-33-34,9/10/2016,"21,574,832.00",0
EZ2 Lotto 11AM,20-30,9/10/2016,"4,000.00",250
EZ2 Lotto 4PM,29-21,9/10/2016,"4,000.00",76
Grand Lotto 6/55,47-19-55-23-38-06,9/10/2016,"54,479,468.00",0
Megalotto 6/45,22-29-36-38-27-30,9/9/2016,"9,000,000.00",0
4Digit,7-8-2-1,9/9/2016,"26,504.00",23
Suertres Lotto 11AM,7-8-0,9/9/2016,"4,500.00",233
Suertres Lotto 4PM,8-9-4,9/9/2016,"4,500.00",379
Suertres Lotto 9PM,1-2-7,9/9/2016,"4,500.00",1116
EZ2 Lotto 9PM,14-26,9/9/2016,"4,000.00",685
EZ2 Lotto 11AM,25-19,9/9/2016,"4,000.00",107
EZ2 Lotto 4PM,27-29,9/9/2016,"4,000.00",177
Ultra Lotto 6/58,29-27-34-47-04-12,9/9/2016,"50,000,000.00",0
Superlotto 6/49,47-28-05-18-42-02,9/8/2016,"30,288,248.00",0
6Digit,4-0-8-4-1-8,9/8/2016,"4,502,413.92",0
Suertres Lotto 11AM,2-3-2,9/8/2016,"4,500.00",947
Suertres Lotto 4PM,0-1-7,9/8/2016,"4,500.00",232
Suertres Lotto 9PM,3-4-4,9/8/2016,"4,500.00",995
EZ2 Lotto 9PM,13-13,9/8/2016,"4,000.00",718
Lotto 6/42,22-04-02-26-31-20,9/8/2016,"18,515,892.00",0
EZ2 Lotto 11AM,30-15,9/8/2016,"4,000.00",95
EZ2 Lotto 4PM,29-21,9/8/2016,"4,000.00",36
Megalotto 6/45,35-43-22-07-02-17,9/7/2016,"9,000,000.00",0
4Digit,1-9-7-9,9/7/2016,"10,000.00",150
Suertres Lotto 11AM,7-6-8,9/7/2016,"4,500.00",289
Suertres Lotto 4PM,4-8-4,9/7/2016,"4,500.00",577
Suertres Lotto 9PM,6-5-7,9/7/2016,"4,500.00",453
EZ2 Lotto 9PM,16-20,9/7/2016,"4,000.00",380
EZ2 Lotto 11AM,11-22,9/7/2016,"4,000.00",169
EZ2 Lotto 4PM,04-03,9/7/2016,"4,000.00",252
Grand Lotto 6/55,24-36-29-49-22-53,9/7/2016,"50,987,564.00",0
Superlotto 6/49,13-10-31-45-16-01,9/6/2016,"27,110,280.00",0
6Digit,4-6-9-0-5-4,9/6/2016,"4,055,275.14",0
Suertres Lotto 11AM,3-5-5,9/6/2016,"4,500.00",462
Suertres Lotto 4PM,7-9-7,9/6/2016,"4,500.00",219
Suertres Lotto 9PM,1-7-0,9/6/2016,"4,500.00",1326
EZ2 Lotto 9PM,30-21,9/6/2016,"4,000.00",267
Lotto 6/42,41-40-04-17-19-25,9/6/2016,"15,776,364.00",0
EZ2 Lotto 11AM,18-24,9/6/2016,"4,000.00",232
EZ2 Lotto 4PM,28-12,9/6/2016,"4,000.00",121
Megalotto 6/45,17-12-05-11-25-31,9/5/2016,"55,449,604.00",1
4Digit,0-6-1-6,9/5/2016,"10,456.00",50
Suertres Lotto 11AM,6-9-3,9/5/2016,"4,500.00",219
Suertres Lotto 4PM,3-2-1,9/5/2016,"4,500.00",904
Suertres Lotto 9PM,5-2-0,9/5/2016,"4,500.00",1004
EZ2 Lotto 9PM,02-23,9/5/2016,"4,000.00",527
EZ2 Lotto 11AM,18-20,9/5/2016,"4,000.00",203
EZ2 Lotto 4PM,22-11,9/5/2016,"4,000.00",130
Grand Lotto 6/55,06-17-05-54-45-29,9/5/2016,"47,672,140.00",0
Superlotto 6/49,04-17-01-22-45-27,9/4/2016,"23,987,704.00",0
Suertres Lotto 11AM,2-4-5,9/4/2016,"4,500.00",710
Suertres Lotto 4PM,0-2-2,9/4/2016,"4,500.00",360
Suertres Lotto 9PM,3-3-7,9/4/2016,"4,500.00",641
EZ2 Lotto 9PM,18-05,9/4/2016,"4,000.00",494
EZ2 Lotto 11AM,01-05,9/4/2016,"4,000.00",243
EZ2 Lotto 4PM,10-08,9/4/2016,"4,000.00",213
Ultra Lotto 6/58,13-47-26-28-01-48,9/4/2016,"50,000,000.00",0
6Digit,6-0-4-5-1-3,9/3/2016,"3,625,950.46",0
Suertres Lotto 11AM,9-2-5,9/3/2016,"4,500.00",938
Suertres Lotto 4PM,1-1-9,9/3/2016,"4,500.00",925
Suertres Lotto 9PM,3-7-1,9/3/2016,"4,500.00",1181
EZ2 Lotto 9PM,08-27,9/3/2016,"4,000.00",671
Lotto 6/42,17-06-13-21-22-16,9/3/2016,"12,946,356.00",0
EZ2 Lotto 11AM,15-07,9/3/2016,"4,000.00",196
EZ2 Lotto 4PM,13-22,9/3/2016,"4,000.00",240
Grand Lotto 6/55,33-23-12-41-35-01,9/3/2016,"44,979,608.00",0
Megalotto 6/45,43-23-36-35-19-22,9/2/2016,"50,884,392.00",0
4Digit,8-5-2-0,9/2/2016,"58,620.00",10
Suertres Lotto 11AM,6-0-0,9/2/2016,"4,500.00",972
Suertres Lotto 4PM,2-7-5,9/2/2016,"4,500.00",282
Suertres Lotto 9PM,7-0-3,9/2/2016,"4,500.00",1099
EZ2 Lotto 9PM,06-07,9/2/2016,"4,000.00",619
EZ2 Lotto 11AM,29-20,9/2/2016,"4,000.00",97
EZ2 Lotto 4PM,13-05,9/2/2016,"4,000.00",186
Ultra Lotto 6/58,48-34-36-16-27-35,9/2/2016,"50,000,000.00",0
Superlotto 6/49,23-40-25-05-21-04,9/1/2016,"20,835,700.00",0
6Digit,0-4-7-0-4-4,9/1/2016,"3,333,648.26",0
Suertres Lotto 11AM,9-7-7,9/1/2016,"4,500.00",592
Suertres Lotto 4PM,0-6-7,9/1/2016,"4,500.00",186
Suertres Lotto 9PM,0-4-6,9/1/2016,"4,500.00",297
EZ2 Lotto 9PM,07-20,9/1/2016,"4,000.00",470
Lotto 6/42,13-23-29-30-17-34,9/1/2016,"10,169,960.00",0
EZ2 Lotto 11AM,16-26,9/1/2016,"4,000.00",225
EZ2 Lotto 4PM,19-05,9/1/2016,"4,000.00",145
Megalotto 6/45,26-22-44-09-42-29,8/31/2016,"46,412,616.00",0
4Digit,9-3-5-4,8/31/2016,"60,377.00",14
Suertres Lotto 11AM,4-1-7,8/31/2016,"4,500.00",892
Suertres Lotto 4PM,8-1-7,8/31/2016,"4,500.00",918
Suertres Lotto 9PM,7-2-9,8/31/2016,"4,500.00",1284
EZ2 Lotto 9PM,07-11,8/31/2016,"4,000.00",976
EZ2 Lotto 11AM,08-05,8/31/2016,"4,000.00",211
EZ2 Lotto 4PM,31-15,8/31/2016,"4,000.00",82
Grand Lotto 6/55,43-12-35-48-07-28,8/31/2016,"41,636,880.00",0
Superlotto 6/49,47-27-03-37-12-16,8/30/2016,"17,638,884.00",0
6Digit,0-3-5-0-0-5,8/30/2016,"3,182,245.86",0
Suertres Lotto 11AM,3-2-3,8/30/2016,"4,500.00",830
Suertres Lotto 4PM,0-3-2,8/30/2016,"4,500.00",1072
Suertres Lotto 9PM,6-2-6,8/30/2016,"4,500.00",771
EZ2 Lotto 9PM,06-11,8/30/2016,"4,000.00",594
Lotto 6/42,19-08-15-26-32-36,8/30/2016,"7,656,700.00",0
EZ2 Lotto 11AM,13-10,8/30/2016,"4,000.00",207
EZ2 Lotto 4PM,02-28,8/30/2016,"4,000.00",225
